uploads,subs,views,country,country_archive_date,country_url,category,cat_archive_date,cat_url,created_at,grade,sb_rank,subs_rank,vid_view_rank,country_rank,category_rank
1562.0,2049999.0,1046568535.0,DE,20210415081112,https://socialblade.com/youtube/top/country/de,Autos,20210415081112,https://socialblade.com/youtube/top/category/autos,"May 5th, 2012",B+,"10,848th","9,963rd","4,540th",103rd,55th
1389.0,1164682.0,347124613.0,VN,20190524064025,https://socialblade.com/youtube/top/country/vn,Autos,20190524064025,https://socialblade.com/youtube/top/category/autos,"Mar 24th, 2014",,,,,,
904.0,1131411.0,145521534.0,IN,20190524064014,https://socialblade.com/youtube/top/country/in,Autos,20190524064014,https://socialblade.com/youtube/top/category/autos,"Dec 30th, 2012",,,,,,
340.0,2800000.0,1134315559.0,IN,20210812211951,https://socialblade.com/youtube/top/country/in,Autos,20210812211951,https://socialblade.com/youtube/top/category/autos,"Jan 8th, 2015",A-,"2,521st","7,171st","5,208th",989th,35th
217.0,1406066.0,106199575.0,AE,20190630072459,https://socialblade.com/youtube/top/country/ae,Autos,20190630072459,https://socialblade.com/youtube/top/category/autos,"Aug 20th, 2013",,,,,,
1278.0,1907644.0,422743522.0,US,20190527123536,https://socialblade.com/youtube/top/country/us,Autos,20190527123536,https://socialblade.com/youtube/top/category/autos,"Nov 28th, 2005",,,,,,
1087.0,1387598.0,343451305.0,US,20190524064041,https://socialblade.com/youtube/top/country/us,Autos,20190524064041,https://socialblade.com/youtube/top/category/autos,"Nov 25th, 2009",,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
299.0,1890000.0,298026165.0,,20210316082428,https://socialblade.com/youtube/top/country/,Autos,20210316082428,https://socialblade.com/youtube/top/category/autos,"Oct 20th, 2011",B+,"17,981st","10,919th","18,907th",--,64th
0.0,108.0,0.0,GB,20201203230143,https://socialblade.com/youtube/top/country/gb,Games,20201203230143,https://socialblade.com/youtube/top/category/games,"Nov 13th, 2012",D-,"35,851,820th","17,626,643rd","39,697,695th","420,077th","2,384,173rd"
372.0,818511.0,113283023.0,US,20190630062110,https://socialblade.com/youtube/top/country/us,Autos,20190630062110,https://socialblade.com/youtube/top/category/autos,"Feb 20th, 2006",,,,,,
290.0,1770000.0,540383322.0,RU,20210305050816,https://socialblade.com/youtube/top/country/ru,Autos,20210305050816,https://socialblade.com/youtube/top/category/autos,"May 24th, 2012",B,"172,630th","11,786th","9,367th",481st,67th
213.0,1730000.0,667583728.0,IN,20210812052438,https://socialblade.com/youtube/top/country/in,Autos,20210812052438,https://socialblade.com/youtube/top/category/autos,"Jul 21st, 2017",B+,"12,202nd","13,503rd","9,559th","1,861st",76th
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
429.0,1740000.0,253488243.0,GB,20210415084937,https://socialblade.com/youtube/top/country/gb,Autos,20210415084937,https://socialblade.com/youtube/top/category/autos,"Sep 15th, 2016",B,"60,232nd","12,514th","23,408th",451st,69th
,,,,,,,,,,,,,,,
252.0,1570000.0,206752233.0,US,20201203012717,https://socialblade.com/youtube/top/country/us,Autos,20201203012717,https://socialblade.com/youtube/top/category/autos,"Apr 17th, 2012",B,"31,463rd","12,855th","24,948th","3,384th",79th
,,,,,,,,,,,,,,,
360.0,1460000.0,256279237.0,TR,20200809213322,https://socialblade.com/youtube/top/country/tr,Autos,20200809213322,https://socialblade.com/youtube/top/category/autos,"May 22nd, 2011",B+,"22,917th","12,860th","18,172nd",191st,75th
727.0,1640000.0,279427576.0,US,20201130174815,https://socialblade.com/youtube/top/country/us,Autos,20201130174815,https://socialblade.com/youtube/top/category/autos,"Apr 28th, 2010",B,"205,375th","12,041st","18,289th","3,152nd",68th
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1333.0,1910000.0,739805323.0,DE,20210813031752,https://socialblade.com/youtube/top/country/de,Autos,20210813031752,https://socialblade.com/youtube/top/category/autos,"Aug 22nd, 2016",B+,"8,052nd","11,951st","8,577th",129th,66th
1666.0,1353649.0,174937721.0,BR,20190622053527,https://socialblade.com/youtube/top/country/br,Autos,20190622053527,https://socialblade.com/youtube/top/category/autos,"Apr 23rd, 2014",,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
